,Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes
2880,Tea with Mussolini,14395874,14395874,NA,14000000.0,14-May-99,PG,116.0,MGM,Based on Real Life Events,Drama,Dramatization,Franco Zeffirelli,67.0,6.7,5435.0
2881,Tears of the Sun,43632458,85632458,NA,75000000.0,07-Mar-03,R,121.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Antoine Fuqua,34.0,6.4,34304.0
2882,The Big Tease,185577,185577,NA,4000000.0,28-Jan-00,R,NA,Warner Bros.,Original Screenplay,Comedy,NA,NA,NA,6.1,1610.0
2883,Not Another Teen Movie,37882551,62401343,NA,15000000.0,14-Dec-01,R,89.0,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,28.0,5.5,36678.0
2884,Teeth,347578,2300349,NA,2000000.0,18-Jan-08,R,NA,Roadside Attractions,Original Screenplay,Comedy,Fantasy,NA,NA,5.5,18.0
2885,Bridge to Terabithia,82234139,136934139,41383048.0,25000000.0,16-Feb-07,PG,95.0,Walt Disney Pictures,Based on Book/Short Story,Drama,Fantasy,NA,85.0,7.4,34482.0
2886,Terminator 3: Rise of the Machines,150358296,433058296,NA,170000000.0,01-Jul-03,R,109.0,Warner Bros.,Original Screenplay,Action,Science Fiction,Jonathan Mostow,NA,6.6,107667.0
2887,Terminator Salvation: The Future Begins,125322469,371628539,28434778.0,200000000.0,21-May-09,PG-13,116.0,Warner Bros.,Original Screenplay,Action,Science Fiction,Joseph McGinty Nichol,NA,NA,NA
2888,Transformers,319246193,708272592,290787166.0,151000000.0,03-Jul-07,PG-13,140.0,Paramount Pictures,Based on TV,Action,Science Fiction,Michael Bay,57.0,7.3,197131.0
2889,Transformers: Revenge of the Fallen,402111870,836303693,217509899.0,210000000.0,24-Jun-09,PG-13,149.0,Paramount Pictures,Based on TV,Action,Science Fiction,Michael Bay,20.0,6.0,95786.0
2890,"The Goods: Live Hard, Sell Hard",15122676,15122676,NA,10000000.0,14-Aug-09,R,89.0,Paramount Vantage,Original Screenplay,Comedy,Contemporary Fiction,Neal Brennan,26.0,NA,NA
2891,The Greatest Game Ever Played,15331289,15425073,37687804.0,25000000.0,30-Sep-05,PG,NA,Walt Disney Pictures,Based on Book/Short Story,Drama,Dramatization,Bill Paxton,62.0,7.3,7876.0
2892,The Ghost Writer,15541549,63241549,3354366.0,45000000.0,19-Feb-10,PG-13,NA,Summit Entertainment,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,Roman Polanski,84.0,7.6,22875.0
2893,Joheunnom nabbeunnom isanghannom,128486,42226657,NA,10000000.0,23-Apr-10,NA,NA,NA,Original Screenplay,Action,Historical Fiction,NA,NA,7.4,5548.0
2894,The Beach,39778599,39778599,NA,50000000.0,11-Feb-00,R,119.0,20th Century Fox,Based on Book/Short Story,Drama,Contemporary Fiction,Danny Boyle,19.0,4.5,229.0
2895,The Box,15051977,26341896,3907625.0,25000000.0,06-Nov-09,PG-13,NA,Warner Bros.,Based on Book/Short Story,Thriller/Suspense,Fantasy,Richard Kelly,45.0,6.8,418.0
2896,The Wild Thornberrys,40108697,60694737,NA,25000000.0,20-Dec-02,PG,85.0,Paramount Pictures,Based on TV,Adventure,Kids Fiction,NA,NA,6.7,1104.0
2897,Bug,7006708,7006708,1251654.0,4000000.0,25-May-07,R,NA,Lionsgate,Based on Play,Drama,Contemporary Fiction,William Friedkin,NA,6.0,14164.0
2898,They,12840842,12840842,NA,17000000.0,27-Nov-02,PG-13,NA,Miramax/Dimension,Original Screenplay,Horror,Contemporary Fiction,NA,37.0,4.6,6550.0
2899,The Eye,31418697,56706727,12319404.0,12000000.0,01-Feb-08,PG-13,NA,Lionsgate,Remake,Thriller/Suspense,Fantasy,NA,22.0,5.3,17304.0
2900,The Fog,29511112,37048526,NA,18000000.0,14-Oct-05,PG-13,101.0,Sony Pictures,Remake,Horror,Contemporary Fiction,Rupert Wainwright,5.0,3.3,15760.0
2901,The Thin Red Line,36400491,36400491,NA,52000000.0,23-Dec-98,R,166.0,20th Century Fox,Based on Book/Short Story,Drama,Dramatization,Terrence Malick,78.0,7.5,60966.0
2902,Thirteen Days,34566746,66554547,NA,80000000.0,25-Dec-00,PG-13,145.0,New Line,Based on Real Life Events,Drama,Dramatization,Roger Donaldson,82.0,7.3,23578.0
2903,The Kid,69688384,69688384,NA,65000000.0,07-Jul-00,PG,104.0,Walt Disney Pictures,Original Screenplay,Comedy,Contemporary Fiction,Jon Turteltaub,49.0,5.9,14927.0
2904,The Man,8330720,10393696,NA,20000000.0,09-Sep-05,PG-13,NA,New Line,Original Screenplay,Comedy,Contemporary Fiction,Les Mayfield,11.0,5.4,9356.0
2905,House on Haunted Hill,40846082,40846082,NA,19000000.0,29-Oct-99,R,96.0,Warner Bros.,Original Screenplay,Horror,Contemporary Fiction,William Malone,25.0,5.2,22795.0
2906,The One,43905746,43905746,NA,49000000.0,02-Nov-01,PG-13,87.0,Sony Pictures,Original Screenplay,Action,Science Fiction,James Wong,13.0,5.6,24416.0
2907,Gwoemul,2201923,89006691,NA,12000000.0,09-Mar-07,R,NA,Magnolia Pictures,Original Screenplay,Action,Science Fiction,NA,NA,7.1,26783.0
2908,Thr3e,1008849,1060418,NA,2400000.0,05-Jan-07,PG-13,NA,The Bigger Picture,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,NA,5.0,5.0,2825.0
2909,Three to Tango,10570375,10570375,NA,20000000.0,22-Oct-99,PG-13,NA,Warner Bros.,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,28.0,5.8,11148.0
2910,The Thirteenth Floor,11810854,11810854,NA,16000000.0,28-May-99,R,NA,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Science Fiction,NA,28.0,6.7,19939.0
2911,The 13th Warrior,32698899,61698899,NA,125000000.0,27-Aug-99,R,103.0,Walt Disney Pictures,Based on Book/Short Story,Action,Fantasy,John McTiernan,33.0,6.3,36151.0
2912,The Tuxedo,50586000,50586000,NA,60000000.0,27-Sep-02,PG-13,99.0,Dreamworks SKG,Original Screenplay,Action,Science Fiction,NA,22.0,5.0,19370.0
2913,The Tigger Movie,4554533,55159800,NA,20000000.0,11-Feb-00,G,77.0,Walt Disney Pictures,Spin-Off,Adventure,Kids Fiction,NA,61.0,6.0,2986.0
2914,Timeline,19480739,26703184,NA,80000000.0,26-Nov-03,PG-13,NA,Paramount Pictures,Based on Book/Short Story,Adventure,Science Fiction,Richard Donner,11.0,5.3,19318.0
2915,Thirteen,4601043,6302406,NA,2000000.0,20-Aug-03,R,NA,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,Catherine Hardwicke,NA,7.0,31482.0
2916,Titan A.E.,22751979,36751979,NA,75000000.0,16-Jun-00,PG,95.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,Don Bluth,51.0,6.4,22286.0
2917,Titanic,600788188,1842879955,NA,200000000.0,19-Dec-97,PG-13,194.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Historical Fiction,James Cameron,82.0,7.4,240732.0
2918,The Kids Are All Right,20553799,20553799,NA,4000000.0,09-Jul-10,R,NA,Focus Features,Original Screenplay,Comedy,Contemporary Fiction,NA,96.0,7.8,3093.0
2919,The League of Extraordinary Gentlemen,66465204,179265204,NA,78000000.0,11-Jul-03,PG-13,110.0,20th Century Fox,Based on Comic/Graphic Novel,Adventure,Super Hero,Stephen Norrington,17.0,5.5,50710.0
2920,The Time Machine,56684819,98983590,NA,80000000.0,08-Mar-02,PG-13,96.0,Dreamworks SKG,Based on Book/Short Story,Adventure,Science Fiction,NA,28.0,5.6,32465.0
2921,Tomcats,13558739,13558739,NA,11000000.0,30-Mar-01,R,NA,Sony Pictures,Original Screenplay,Comedy,Contemporary Fiction,NA,15.0,4.9,9505.0
2922,The Mist,25593755,54777490,29059367.0,13000000.0,21-Nov-07,R,127.0,MGM,Based on Book/Short Story,Horror,Science Fiction,Frank Darabont,73.0,7.4,76830.0
2923,TMNT,54149098,95009888,30836109.0,35000000.0,23-Mar-07,PG,88.0,Warner Bros.,Based on Comic/Graphic Novel,Action,Science Fiction,NA,NA,6.6,26178.0
2924,Tomorrow Never Dies,125304276,339504276,NA,110000000.0,19-Dec-97,PG-13,119.0,MGM,Based on Book/Short Story,Action,Contemporary Fiction,Roger Spottiswoode,55.0,6.4,46650.0
2925,The Royal Tenenbaums,52353636,71430876,NA,28000000.0,14-Dec-01,R,110.0,Walt Disney Pictures,Original Screenplay,Black Comedy,Contemporary Fiction,Wes Anderson,79.0,7.6,82349.0
2926,Lara Croft: Tomb Raider: The Cradle of Life,65653758,156453758,NA,90000000.0,25-Jul-03,PG-13,117.0,Paramount Pictures,Based on Game,Adventure,Contemporary Fiction,Jan De Bont,NA,5.2,32832.0
2927,Lara Croft: Tomb Raider,131144183,274644183,NA,94000000.0,15-Jun-01,PG-13,101.0,Paramount Pictures,Based on Game,Adventure,Contemporary Fiction,Simon West,NA,5.4,55582.0
2928,The Day After Tomorrow,186740799,544272402,NA,125000000.0,28-May-04,PG-13,124.0,20th Century Fox,Original Screenplay,Adventure,Science Fiction,Roland Emmerich,46.0,6.3,92241.0
2929,Topsy Turvy,6201757,6201757,NA,20000000.0,17-Dec-99,R,NA,USA Films,Based on Real Life Events,Musical,Dramatization,Mike Leigh,NA,7.1,6215.0
2930,Torque,21176322,46176322,NA,40000000.0,16-Jan-04,PG-13,NA,Warner Bros.,Original Screenplay,Action,Contemporary Fiction,NA,23.0,3.5,12986.0
2931,The Others,96522687,209947037,NA,17000000.0,10-Aug-01,PG-13,104.0,Miramax,Original Screenplay,Horror,Historical Fiction,NA,84.0,7.8,86091.0
2932,The Town,30980607,33180607,NA,37000000.0,17-Sep-10,R,123.0,Warner Bros.,Based on Book/Short Story,Drama,Contemporary Fiction,Ben Affleck,84.0,8.7,493.0
2933,Toy Story 2,245852179,484966906,NA,90000000.0,19-Nov-99,G,92.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,John Lasseter,100.0,8.0,119357.0
2934,Toy Story 3,410640665,1046340665,NA,200000000.0,18-Jun-10,G,102.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,NA,99.0,8.9,67380.0
2935,The Taking of Pelham 123,65452312,148989667,23048229.0,110000000.0,12-Jun-09,R,106.0,Sony Pictures,Remake,Action,Contemporary Fiction,Tony Scott,NA,6.5,33452.0
2936,Treasure Planet,38120554,91800000,NA,100000000.0,27-Nov-02,PG,96.0,Walt Disney Pictures,Based on Book/Short Story,Adventure,Kids Fiction,NA,69.0,6.6,12099.0
2937,Traffic,124107476,208300000,NA,48000000.0,27-Dec-00,R,147.0,USA Films,Based on TV,Drama,Contemporary Fiction,Steven Soderbergh,91.0,7.8,85759.0
2938,Thomas and the Magic Railroad,15911332,15911332,NA,19000000.0,26-Jul-00,G,NA,Destination Films,Based on Book/Short Story,Adventure,Fantasy,NA,19.0,2.7,1613.0
2939,Training Day,76261036,104505362,NA,45000000.0,05-Oct-01,R,122.0,Warner Bros.,Original Screenplay,Drama,Contemporary Fiction,Antoine Fuqua,72.0,7.6,82057.0
2940,Traitor,23530831,27664173,13547082.0,22000000.0,27-Aug-08,PG-13,113.0,Overture Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,61.0,7.1,22468.0
2941,Trapped,6916869,6916869,NA,30000000.0,20-Sep-02,R,NA,Sony Pictures,Based on Book/Short Story,Thriller/Suspense,Contemporary Fiction,NA,18.0,6.0,10685.0
2942,The Ring,129094024,249094024,NA,48000000.0,18-Oct-02,PG-13,115.0,Dreamworks SKG,Remake,Horror,Contemporary Fiction,Gore Verbinski,71.0,5.5,589.0
2943,Trippin',9017070,9017070,NA,3000000.0,12-May-99,R,NA,October Films,Original Screenplay,Comedy,Contemporary Fiction,NA,8.0,4.6,673.0
2944,Star Trek,257730019,385680447,98317480.0,140000000.0,08-May-09,PG-13,NA,Paramount Pictures,Based on TV,Adventure,Science Fiction,J.J. Abrams,94.0,8.2,134187.0
2945,The Terminal,77073959,218673959,NA,75000000.0,18-Jun-04,PG-13,128.0,Dreamworks SKG,Based on Real Life Events,Drama,Dramatization,Steven Spielberg,60.0,7.1,79803.0
2946,Transamerica,9015303,15151744,3927958.0,1000000.0,02-Dec-05,R,NA,Weinstein Co.,Original Screenplay,Drama,Contemporary Fiction,NA,76.0,7.6,19343.0
2947,The Transporter 2,43095856,85095856,NA,32000000.0,02-Sep-05,PG-13,NA,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Louis Leterrier,NA,6.6,51005.0
2948,The Transporter,25296447,43928932,NA,21000000.0,11-Oct-02,PG-13,92.0,20th Century Fox,Original Screenplay,Action,Contemporary Fiction,Corey Yuen,53.0,6.6,51005.0
2949,The Road,8114270,23914270,6599387.0,25000000.0,25-Nov-09,R,NA,Weinstein Co.,Based on Book/Short Story,Drama,Science Fiction,NA,75.0,7.5,39124.0
2950,Tropic Thunder,110461307,188163455,50387300.0,90000000.0,13-Aug-08,R,106.0,Paramount Pictures,Original Screenplay,Comedy,Contemporary Fiction,Ben Stiller,83.0,7.2,104839.0
2951,Troy,133298577,497398577,NA,150000000.0,14-May-04,R,163.0,Warner Bros.,Based on Book/Short Story,Action,Historical Fiction,Wolfgang Petersen,54.0,7.0,129575.0
2952,xXx,141930000,267200000,NA,70000000.0,09-Aug-02,PG-13,124.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Rob Cohen,48.0,5.5,52636.0
2953,Ta Ra Rum Pum,872643,9443864,NA,7400000.0,27-Apr-07,Not Rated,NA,Yash Raj Films,Original Screenplay,Comedy,Contemporary Fiction,NA,67.0,5.1,1051.0
2954,The Truman Show,125618201,248400000,NA,60000000.0,05-Jun-98,PG,102.0,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,Peter Weir,95.0,8.0,156346.0
2955,Trust the Man,1530535,2548378,NA,9000000.0,18-Aug-06,R,NA,Fox Searchlight,Original Screenplay,Comedy,Contemporary Fiction,NA,27.0,5.8,5262.0
2956,Where the Truth Lies,872142,1415656,NA,25000000.0,14-Oct-05,Not Rated,NA,ThinkFilm,Based on Book/Short Story,Drama,NA,Atom Egoyan,41.0,6.6,8951.0
2957,Tarzan,171091819,448191819,NA,145000000.0,16-Jun-99,G,88.0,Walt Disney Pictures,Based on Book/Short Story,Adventure,Historical Fiction,Kevin Lima,88.0,6.9,26871.0
2958,The Secret in Their Eyes,6374789,6374789,NA,3500000.0,16-Apr-10,R,NA,Sony Pictures Classics,NA,Drama,NA,NA,NA,NA,NA
2959,Tsotsi,2912606,9879971,NA,3000000.0,24-Feb-06,R,NA,Miramax,Based on Book/Short Story,Drama,Contemporary Fiction,Gavin Hood,NA,7.4,13167.0
2960,Teacher's Pet: The Movie,6491969,6491969,NA,10000000.0,16-Jan-04,PG,NA,Walt Disney Pictures,Based on TV,Comedy,Kids Fiction,NA,NA,NA,NA
2961,The Time Traveler's Wife,63414846,98666635,19814283.0,39000000.0,14-Aug-09,PG-13,NA,Warner Bros.,Based on Book/Short Story,Drama,Science Fiction,NA,37.0,7.1,23908.0
2962,Tuck Everlasting,19161999,19344615,NA,15000000.0,11-Oct-02,PG,NA,Walt Disney Pictures,Based on Book/Short Story,Drama,Kids Fiction,Jay Russell,61.0,6.5,6639.0
2963,Thumbsucker,1328679,1919197,NA,4000000.0,16-Sep-05,R,NA,Sony Pictures Classics,Based on Book/Short Story,Comedy,Contemporary Fiction,NA,70.0,6.7,12109.0
2964,Turbulence,11532774,11532774,NA,55000000.0,10-Jan-97,R,NA,MGM,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,17.0,4.5,5147.0
2965,Turistas,7027762,14321070,3507046.0,10000000.0,01-Dec-06,R,89.0,20th Century Fox,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,NA,6.9,83.0
2966,The Wash,10097096,10097096,NA,4000000.0,14-Nov-01,R,NA,Lionsgate,Original Screenplay,Comedy,Contemporary Fiction,NA,8.0,3.6,3095.0
2967,Two Girls and a Guy,2057193,2315026,NA,1000000.0,24-Apr-98,R,NA,Fox Searchlight,Original Screenplay,Drama,Contemporary Fiction,James Toback,NA,5.6,3722.0
2968,The Wild,37384046,99384046,43063958.0,80000000.0,14-Apr-06,G,NA,Walt Disney Pictures,Original Screenplay,Adventure,Contemporary Fiction,NA,19.0,5.4,8498.0
2969,Twilight,15055091,15055091,NA,20000000.0,06-Mar-98,R,NA,Paramount Pictures,Original Screenplay,Drama,Contemporary Fiction,NA,60.0,6.1,4840.0
2970,Twisted,25195050,40119848,NA,50000000.0,27-Feb-04,R,97.0,Paramount Pictures,Original Screenplay,Thriller/Suspense,Contemporary Fiction,Philip Kaufman,2.0,4.8,83.0
2971,The Twilight Saga: New Moon,296623634,702623634,162665819.0,50000000.0,20-Nov-09,PG-13,130.0,Summit Entertainment,Based on Book/Short Story,Drama,Fantasy,Chris Weitz,28.0,NA,NA
2972,The Twilight Saga: Eclipse,300155447,688155447,NA,68000000.0,30-Jun-10,PG-13,124.0,Summit Entertainment,Based on Book/Short Story,Drama,Fantasy,David Slade,51.0,NA,NA
2973,Twilight,192769854,396439854,193591463.0,37000000.0,21-Nov-08,PG-13,120.0,Summit Entertainment,Based on Book/Short Story,Drama,Fantasy,Catherine Hardwicke,50.0,6.1,4840.0
2974,Town & Country,6712451,10364769,NA,105000000.0,27-Apr-01,R,NA,New Line,Original Screenplay,Romantic Comedy,Contemporary Fiction,Peter Chelsom,13.0,4.4,2889.0
2975,200 Cigarettes,6852450,6852450,NA,6000000.0,26-Feb-99,R,NA,Paramount Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,30.0,5.4,8645.0
2976,The Texas Chainsaw Massacre: The Beginning,39517763,50517763,15943146.0,16000000.0,06-Oct-06,R,90.0,New Line,Remake,Horror,Historical Fiction,NA,NA,5.8,20196.0
2977,The Texas Chainsaw Massacre,80571655,107071655,NA,9000000.0,17-Oct-03,R,98.0,New Line,Remake,Horror,Historical Fiction,NA,36.0,6.1,39172.0
2978,Texas Rangers,623374,623374,NA,38000000.0,30-Nov-01,PG-13,NA,Miramax,Based on Book/Short Story,Western,Historical Fiction,Steve Miner,NA,5.0,2645.0
2979,Tom yum goong,12044087,43044087,13125985.0,5700000.0,08-Sep-06,R,82.0,Weinstein Co.,Original Screenplay,Action,Contemporary Fiction,NA,NA,6.9,13929.0
2980,Thank You For Smoking,24793509,39232211,16660404.0,7500000.0,17-Mar-06,R,NA,Fox Searchlight,Based on Book/Short Story,Black Comedy,Contemporary Fiction,Jason Reitman,NA,7.8,65340.0
2981,U2 3D,10363341,22664070,NA,15000000.0,23-Jan-08,G,85.0,National Geographic Entertainment,Based on Real Life Events,Concert/Performance,Factual,Catherine Owens,NA,8.3,2090.0
2982,U-571,77086030,127630030,NA,62000000.0,21-Apr-00,PG-13,116.0,Universal,Original Screenplay,Action,Historical Fiction,Jonathan Mostow,68.0,6.4,32528.0
2983,Undercover Brother,38230435,38230435,NA,25000000.0,31-May-02,PG-13,86.0,Universal,Original Screenplay,Comedy,Contemporary Fiction,Malcolm D. Lee,76.0,5.7,14237.0
2984,Underclassman,5654777,5654777,NA,25000000.0,02-Sep-05,PG-13,NA,Miramax,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,NA,3.3,3249.0
2985,Dodgeball: A True Underdog Story,114326736,167726736,NA,30000000.0,18-Jun-04,PG-13,92.0,20th Century Fox,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,6.6,65329.0
2986,The Ugly Truth,88915214,203115214,33619971.0,38000000.0,24-Jul-09,R,NA,Sony Pictures,Original Screenplay,Romantic Comedy,Contemporary Fiction,Robert Luketic,14.0,6.4,27888.0
2987,Ultraviolet,18522064,20722064,14141779.0,30000000.0,03-Mar-06,PG-13,NA,Sony/Screen Gems,Original Screenplay,Action,Science Fiction,NA,9.0,4.0,28547.0
2988,Unaccompanied Minors,16655224,21949214,7060674.0,25000000.0,08-Dec-06,PG,87.0,Warner Bros.,Original Screenplay,Comedy,Contemporary Fiction,NA,NA,3.7,4133.0
2989,Unbreakable,94999143,248099143,NA,73243106.0,22-Nov-00,PG-13,107.0,Walt Disney Pictures,Original Screenplay,Thriller/Suspense,Super Hero,M. Night Shyamalan,68.0,7.3,97324.0
2990,The Unborn,42670410,77208315,11045109.0,16000000.0,09-Jan-09,PG-13,NA,Universal,Original Screenplay,Horror,Fantasy,David Goyer,11.0,4.5,15331.0
2991,Undead,41196,187847,NA,750000.0,01-Jul-05,R,NA,Lionsgate,Original Screenplay,Horror,NA,NA,NA,5.6,6957.0
2992,Underworld,51970690,95708457,NA,22000000.0,19-Sep-03,R,121.0,Sony Pictures,Original Screenplay,Action,Contemporary Fiction,Len Wiseman,30.0,6.7,65690.0
2993,Undiscovered,1069318,1069318,NA,9000000.0,26-Aug-05,PG-13,NA,Lionsgate,Original Screenplay,Romantic Comedy,Contemporary Fiction,NA,8.0,3.7,1981.0
2994,Undisputed,12398628,12398628,NA,20000000.0,23-Aug-02,R,NA,Miramax,Original Screenplay,Drama,Contemporary Fiction,Walter Hill,49.0,5.8,6837.0
2995,Underworld: Evolution,62318875,111318875,47003121.0,45000000.0,20-Jan-06,R,NA,Sony/Screen Gems,Original Screenplay,Action,Fantasy,Len Wiseman,15.0,6.6,48551.0
2996,An Unfinished Life,8535575,18535575,21172686.0,30000000.0,09-Sep-05,PG-13,NA,Miramax,Original Screenplay,Drama,Contemporary Fiction,Lasse Hallstrom,53.0,7.1,11770.0
2997,Unfaithful,52752475,119114494,NA,50000000.0,08-May-02,R,123.0,20th Century Fox,Remake,Drama,Contemporary Fiction,Adrian Lyne,48.0,6.6,23998.0
2998,Universal Soldier II: The Return,10447421,10717421,NA,40000000.0,20-Aug-99,R,NA,Sony Pictures,Original Screenplay,Action,Science Fiction,NA,NA,3.4,10233.0
2999,Unknown,26403,3080493,NA,3700000.0,03-Nov-06,Not Rated,85.0,IFC Films,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,39.0,6.6,11986.0
3000,Danny the Dog,24537621,49037621,NA,43000000.0,13-May-05,R,NA,Focus/Rogue Pictures,Original Screenplay,Action,Contemporary Fiction,Louis Leterrier,NA,7.1,36119.0
3001,Untraceable,28687835,52649951,19710582.0,35000000.0,25-Jan-08,R,NA,Sony/Screen Gems,Original Screenplay,Thriller/Suspense,Contemporary Fiction,NA,15.0,6.1,21922.0
3002,Up,293004164,731304609,178459329.0,175000000.0,29-May-09,PG,96.0,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,Pete Docter,98.0,8.4,110491.0
3003,Up in the Air,83823381,166077420,17124041.0,30000000.0,04-Dec-09,R,NA,Paramount Pictures,Based on Book/Short Story,Drama,Contemporary Fiction,Jason Reitman,90.0,NA,NA
3004,The Upside of Anger,18761993,27361993,NA,12000000.0,11-Mar-05,R,NA,New Line,Original Screenplay,Drama,Contemporary Fiction,Mike Binder,NA,7.0,12317.0
3005,Urban Legend,38116707,72571864,NA,14000000.0,25-Sep-98,R,100.0,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,NA,21.0,5.2,19113.0
3006,Urban Legends: Final Cut,21468807,38574362,NA,15000000.0,22-Sep-00,R,98.0,Sony Pictures,Original Screenplay,Horror,Contemporary Fiction,NA,9.0,3.7,7609.0
3007,Urbania,1032075,1032075,NA,225000.0,15-Sep-00,R,NA,Lionsgate,Based on Play,Drama,Contemporary Fiction,NA,73.0,6.7,2218.0
3008,Valkyrie,83077470,198686497,26715008.0,75000000.0,25-Dec-08,PG-13,120.0,United Artists,Based on Real Life Events,Thriller/Suspense,Dramatization,Bryan Singer,61.0,7.3,54343.0
3009,Valiant,19478106,61746888,NA,35000000.0,19-Aug-05,G,NA,Walt Disney Pictures,Original Screenplay,Adventure,Kids Fiction,NA,30.0,5.6,7158.0
3010,Valentine,20384136,20384136,NA,10000000.0,02-Feb-01,R,96.0,Warner Bros.,Based on Book/Short Story,Horror,Contemporary Fiction,NA,9.0,4.3,11435.0
3011,Cirque du Freak: The Vampire's Assistant,14046595,34372469,6377527.0,40000000.0,23-Oct-09,PG-13,NA,Universal,Based on Book/Short Story,Action,Fantasy,Paul Weitz,37.0,6.1,9539.0
3012,The Legend of Bagger Vance,30695227,39235486,NA,60000000.0,03-Nov-00,PG-13,126.0,Dreamworks SKG,Based on Book/Short Story,Drama,Historical Fiction,Robert Redford,43.0,6.4,21995.0
